[Name]
User Points

[Data]
"Time [s]","Monitor Point: cm","Monitor Point: cx","Monitor Point: cy"
2.27000000e+02,1.43475071e-01,2.10132742e+00,-1.12937772e+00
2.27199997e+02,1.45655230e-01,2.10723639e+00,-1.27810800e+00
2.27400009e+02,1.46583200e-01,2.10992002e+00,-1.41045249e+00
2.27600006e+02,1.46540329e-01,2.11092639e+00,-1.52837348e+00
2.27800003e+02,1.45603016e-01,2.11093330e+00,-1.63411951e+00
2.28000000e+02,1.43591121e-01,2.10997725e+00,-1.72838342e+00
2.28199997e+02,1.40375763e-01,2.10805011e+00,-1.81043935e+00
2.28400009e+02,1.35943517e-01,2.10544252e+00,-1.87938857e+00
2.28600006e+02,1.30373254e-01,2.10240531e+00,-1.93459630e+00
2.28800003e+02,1.23702511e-01,2.09910631e+00,-1.97621191e+00
2.29000000e+02,1.15926519e-01,2.09532595e+00,-2.00505686e+00
2.29199997e+02,1.06809251e-01,2.09110785e+00,-2.02264595e+00
2.29400009e+02,9.67203900e-02,2.08551979e+00,-2.02966642e+00
2.29600006e+02,8.59371796e-02,2.07765460e+00,-2.02638936e+00
2.29800003e+02,7.45413154e-02,2.06731510e+00,-2.01309395e+00
2.30000000e+02,6.27636388e-02,2.05427551e+00,-1.98977697e+00
2.30199997e+02,5.08628748e-02,2.03761888e+00,-1.95662618e+00
2.30400009e+02,3.91848572e-02,2.01677728e+00,-1.91363490e+00
2.30600006e+02,2.79878378e-02,1.99130595e+00,-1.86096025e+00
2.30800003e+02,1.73395593e-02,1.96089792e+00,-1.79840708e+00
2.31000000e+02,7.18399463e-03,1.92665422e+00,-1.72587240e+00
2.31199997e+02,-2.66285334e-03,1.88965201e+00,-1.64372981e+00
2.31400009e+02,-1.23511180e-02,1.85102022e+00,-1.55249083e+00
2.31600006e+02,-2.22159307e-02,1.81267679e+00,-1.45335817e+00
2.31800003e+02,-3.24087664e-02,1.77652335e+00,-1.34707189e+00
2.32000000e+02,-4.30904664e-02,1.74430680e+00,-1.23436236e+00
2.32199997e+02,-5.43536916e-02,1.71772873e+00,-1.11605144e+00
2.32400009e+02,-6.62565976e-02,1.69775188e+00,-9.93195117e-01
2.32600006e+02,-7.89290965e-02,1.68494797e+00,-8.67057323e-01
2.32800003e+02,-9.78767201e-02,1.69458222e+00,-6.79860473e-01
2.33000000e+02,-1.11031733e-01,1.68977714e+00,-5.56691468e-01
2.33199997e+02,-1.25378549e-01,1.69438136e+00,-4.38290775e-01
2.33400009e+02,-1.40039444e-01,1.70851827e+00,-3.09863061e-01
2.33600006e+02,-1.53611585e-01,1.72916651e+00,-1.75852701e-01
2.33800003e+02,-1.65990829e-01,1.75546443e+00,-4.32509854e-02
2.34000000e+02,-1.76577643e-01,1.78731370e+00,8.66393298e-02
2.34199997e+02,-1.84924170e-01,1.82376993e+00,2.15154141e-01
2.34400009e+02,-1.90914124e-01,1.86251903e+00,3.43239397e-01
2.34600006e+02,-1.94667891e-01,1.90063655e+00,4.70611215e-01
2.34800003e+02,-1.95779681e-01,1.93627381e+00,5.97335517e-01
2.35000000e+02,-1.94100037e-01,1.96809661e+00,7.22683251e-01
2.35199997e+02,-1.89776853e-01,1.99514008e+00,8.46076667e-01
2.35400009e+02,-1.83480233e-01,2.01635814e+00,9.66282248e-01
2.35600006e+02,-1.79479167e-01,2.03181648e+00,1.03957927e+00
2.35800003e+02,-1.70989528e-01,2.03818083e+00,1.15164030e+00
2.36000000e+02,-1.60946235e-01,2.03862953e+00,1.26554024e+00
2.36199997e+02,-1.50787920e-01,2.03316569e+00,1.36890852e+00
2.36400009e+02,-1.40653834e-01,2.02187109e+00,1.46049464e+00
2.36600006e+02,-1.30302221e-01,2.00584221e+00,1.54336476e+00
2.36800003e+02,-1.19836107e-01,1.98624730e+00,1.61865866e+00
2.37000000e+02,-1.09640643e-01,1.96373272e+00,1.68544519e+00
2.37199997e+02,-9.98907462e-02,1.93904114e+00,1.74245811e+00
2.37400009e+02,-9.05644000e-02,1.91332340e+00,1.78905451e+00
2.37600006e+02,-8.15441459e-02,1.88796616e+00,1.82523823e+00
2.37800003e+02,-7.26786926e-02,1.86392319e+00,1.85116959e+00
2.38000000e+02,-6.38700426e-02,1.84229147e+00,1.86755776e+00
2.38199997e+02,-5.50851412e-02,1.82355320e+00,1.87498343e+00
2.38400009e+02,-4.63331379e-02,1.80805385e+00,1.87368286e+00
2.38600006e+02,-3.75639983e-02,1.79640961e+00,1.86407030e+00
2.38800003e+02,-2.88052820e-02,1.78939748e+00,1.84655142e+00
2.39000000e+02,-2.01146640e-02,1.78735602e+00,1.82121897e+00
2.39199997e+02,-1.15843434e-02,1.79004002e+00,1.78832567e+00
2.39400009e+02,-3.27859703e-03,1.79685247e+00,1.74771953e+00
2.39600006e+02,4.71751438e-03,1.80773818e+00,1.69939423e+00
2.39800003e+02,1.23593938e-02,1.82192719e+00,1.64289796e+00
2.40000000e+02,1.96002573e-02,1.83815670e+00,1.57781386e+00
2.40199997e+02,2.64230762e-02,1.85572779e+00,1.50382149e+00
2.40400009e+02,3.49872261e-02,1.87859690e+00,1.37987220e+00
2.40600006e+02,3.99154872e-02,1.90466058e+00,1.26850462e+00
2.40800003e+02,4.57095839e-02,1.92033148e+00,1.18992043e+00
2.41000000e+02,5.18795662e-02,1.93702102e+00,1.07875824e+00
2.41199997e+02,5.80689348e-02,1.95105803e+00,9.51322377e-01
2.41400009e+02,6.40096515e-02,1.96238887e+00,8.17527235e-01
2.41600006e+02,7.00323209e-02,1.97082245e+00,6.79077148e-01
2.41800003e+02,7.67801329e-02,1.97532094e+00,5.35485685e-01
2.42000000e+02,8.42925534e-02,1.97602153e+00,3.86882335e-01
2.42199997e+02,9.17860419e-02,1.97475219e+00,2.33043537e-01
2.42400009e+02,9.88069698e-02,1.97299993e+00,7.46245682e-02
2.42600006e+02,1.05488613e-01,1.97148800e+00,-8.69313329e-02
2.42800003e+02,1.11902893e-01,1.97108746e+00,-2.50200152e-01
2.43000000e+02,1.17948681e-01,1.97256541e+00,-4.13799793e-01
2.43199997e+02,1.23625413e-01,1.97648525e+00,-5.76063037e-01
2.43400009e+02,1.27581388e-01,1.98255336e+00,-6.76994979e-01
2.43600006e+02,1.32364437e-01,1.99481964e+00,-8.31859291e-01
2.43800003e+02,1.36394292e-01,2.00978827e+00,-9.96016204e-01
2.44000000e+02,1.38890296e-01,2.02614856e+00,-1.15170670e+00
2.44199997e+02,1.40038580e-01,2.04375410e+00,-1.29347730e+00
2.44400009e+02,1.40211999e-01,2.06258583e+00,-1.42312050e+00
2.44600006e+02,1.39545947e-01,2.08198953e+00,-1.54265797e+00
2.44800003e+02,1.37974814e-01,2.10109234e+00,-1.65213573e+00
2.45000000e+02,1.35509461e-01,2.11893129e+00,-1.75030768e+00
2.45199997e+02,1.32199973e-01,2.13477588e+00,-1.83562684e+00
2.45400009e+02,1.28086299e-01,2.14786673e+00,-1.90692210e+00
2.45600006e+02,1.23253323e-01,2.15735507e+00,-1.96369731e+00
2.45800003e+02,1.17729917e-01,2.16234636e+00,-2.00622606e+00
2.46000000e+02,1.11423150e-01,2.16210675e+00,-2.03514981e+00
2.46199997e+02,1.04009047e-01,2.15691710e+00,-2.05142403e+00
2.46400009e+02,9.57731828e-02,2.14593387e+00,-2.05541873e+00
2.46600006e+02,8.68098438e-02,2.12902260e+00,-2.04741406e+00
2.46800003e+02,7.70624205e-02,2.10711360e+00,-2.02805233e+00
2.47000000e+02,6.65786117e-02,2.08080149e+00,-1.99796808e+00
2.47199997e+02,5.55445291e-02,2.05022931e+00,-1.95762527e+00
2.47400009e+02,4.42588292e-02,2.01570082e+00,-1.90755212e+00
2.47600006e+02,3.28708775e-02,1.97785008e+00,-1.84835160e+00
2.47800003e+02,2.15089861e-02,1.93772757e+00,-1.78027034e+00
2.48000000e+02,1.01619689e-02,1.89668858e+00,-1.70371103e+00
2.48199997e+02,-1.28179253e-03,1.85663843e+00,-1.61954701e+00
2.48400009e+02,-1.28738116e-02,1.81872809e+00,-1.52853227e+00
2.48600006e+02,-2.47381236e-02,1.78392851e+00,-1.43139970e+00
2.48800003e+02,-3.69234718e-02,1.75397205e+00,-1.32841742e+00
2.49000000e+02,-4.94762138e-02,1.72965801e+00,-1.21991372e+00
2.49199997e+02,-6.23431616e-02,1.71193445e+00,-1.10628867e+00
2.49400009e+02,-7.55315199e-02,1.70130885e+00,-9.87900078e-01
2.49600006e+02,-8.90803635e-02,1.69784927e+00,-8.65586162e-01
2.49800003e+02,-1.03081986e-01,1.70153940e+00,-7.40455866e-01
2.50000000e+02,-1.22992337e-01,1.72665763e+00,-5.56678474e-01
2.50199997e+02,-1.35889649e-01,1.73915160e+00,-4.33487713e-01
2.50400009e+02,-1.49540067e-01,1.75830352e+00,-3.13890785e-01
2.50600006e+02,-1.64224267e-01,1.78745723e+00,-1.63222119e-01
2.50800003e+02,-1.75364047e-01,1.80406117e+00,-5.37520945e-02
2.51000000e+02,-1.85950443e-01,1.82723272e+00,7.78761730e-02
2.51199997e+02,-1.94632649e-01,1.85133910e+00,2.11610183e-01
2.51400009e+02,-2.00914785e-01,1.87364542e+00,3.41019839e-01
2.51600006e+02,-2.05047533e-01,1.89426708e+00,4.66491461e-01
2.51800003e+02,-2.06536815e-01,1.91408098e+00,5.90990365e-01
2.52000000e+02,-2.05052778e-01,1.93286335e+00,7.15067387e-01
2.52199997e+02,-2.00672939e-01,1.95025194e+00,8.38206887e-01
2.52400009e+02,-1.93949863e-01,1.96565843e+00,9.59131896e-01
2.52600006e+02,-1.85198605e-01,1.97810686e+00,1.07703567e+00
2.52800003e+02,-1.79651305e-01,1.99538553e+00,1.14872491e+00
2.53000000e+02,-1.68636739e-01,2.00016451e+00,1.25961626e+00
2.53199997e+02,-1.55824393e-01,2.00025988e+00,1.37244201e+00
2.53400009e+02,-1.43203124e-01,1.99703467e+00,1.47567272e+00
2.53600006e+02,-1.30856320e-01,1.99027812e+00,1.56825018e+00
2.53800003e+02,-1.18588708e-01,1.97970414e+00,1.65176225e+00
2.54000000e+02,-1.06605694e-01,1.96590078e+00,1.72669709e+00
2.54199997e+02,-9.53539535e-02,1.94999385e+00,1.79201615e+00
2.54400009e+02,-8.50594267e-02,1.93225265e+00,1.84694743e+00
2.54600006e+02,-7.56485090e-02,1.91318548e+00,1.89086008e+00
2.54800003e+02,-6.70035705e-02,1.89373231e+00,1.92349553e+00
2.55000000e+02,-5.89201376e-02,1.87483919e+00,1.94497263e+00
2.55199997e+02,-5.12703098e-02,1.85686946e+00,1.95571411e+00
2.55400009e+02,-4.38814275e-02,1.84030569e+00,1.95598662e+00
2.55600006e+02,-3.66033986e-02,1.82621527e+00,1.94625914e+00
2.55800003e+02,-2.93661356e-02,1.81507277e+00,1.92718363e+00
2.56000000e+02,-2.20641829e-02,1.80713296e+00,1.89915335e+00
2.56200012e+02,-1.46434950e-02,1.80242026e+00,1.86253917e+00
2.56399994e+02,-7.06957793e-03,1.80048299e+00,1.81791747e+00
2.56600006e+02,6.14636461e-04,1.80151236e+00,1.76541662e+00
2.56800018e+02,8.39726813e-03,1.80552614e+00,1.70506155e+00
2.57000000e+02,1.62541419e-02,1.81204987e+00,1.63659036e+00
2.57200012e+02,2.40835920e-02,1.82047021e+00,1.55978286e+00
2.57399994e+02,3.45068499e-02,1.83304155e+00,1.43347621e+00
2.57600006e+02,4.06936705e-02,1.84723043e+00,1.33890235e+00
2.57800018e+02,4.79557104e-02,1.86459970e+00,1.22124827e+00
2.58000000e+02,5.50928861e-02,1.87660015e+00,1.12933254e+00
2.58200012e+02,6.22641370e-02,1.89217782e+00,1.00638556e+00
2.58399994e+02,6.89293742e-02,1.90972590e+00,8.70662332e-01
2.58600006e+02,7.53813088e-02,1.92790329e+00,7.29789913e-01
2.58800018e+02,8.21677893e-02,1.94574249e+00,5.84208965e-01
2.59000000e+02,8.95998105e-02,1.96290696e+00,4.33104068e-01
2.59200012e+02,9.73673016e-02,1.97924876e+00,2.76209831e-01
2.59399994e+02,1.04722276e-01,1.99505484e+00,1.13325320e-01
2.59600006e+02,1.11654393e-01,2.01070595e+00,-5.36540635e-02
2.59800018e+02,1.18491821e-01,2.02673626e+00,-2.22907454e-01
2.60000000e+02,1.25058815e-01,2.04263878e+00,-3.93459916e-01
2.60200012e+02,1.31414071e-01,2.05816889e+00,-5.62951267e-01
2.60399994e+02,1.37251198e-01,2.07302141e+00,-7.30033457e-01
2.60600006e+02,1.41254261e-01,2.08332324e+00,-8.32632184e-01
2.60800018e+02,1.45770505e-01,2.09866858e+00,-9.90737438e-01
2.61000000e+02,1.49293050e-01,2.11459661e+00,-1.15638411e+00
2.61200012e+02,1.51176527e-01,2.12828660e+00,-1.31061625e+00
2.61399994e+02,1.51457950e-01,2.13929152e+00,-1.44830799e+00
2.61600006e+02,1.50624931e-01,2.14852762e+00,-1.57166743e+00
2.61800018e+02,1.48804009e-01,2.15581250e+00,-1.68330204e+00
2.62000000e+02,1.45888135e-01,2.16026688e+00,-1.78369963e+00
2.62200012e+02,1.41858652e-01,2.16113997e+00,-1.87168097e+00
2.62399994e+02,1.36852205e-01,2.15827227e+00,-1.94544661e+00
2.62600006e+02,1.30992860e-01,2.15185142e+00,-2.00404167e+00
2.62800018e+02,1.24327220e-01,2.14180255e+00,-2.04758716e+00
2.63000000e+02,1.16641589e-01,2.12841582e+00,-2.07718468e+00
2.63200012e+02,1.07855856e-01,2.11162019e+00,-2.09398651e+00
2.63399994e+02,9.82686207e-02,2.09101176e+00,-2.09848785e+00
2.63600006e+02,8.79547745e-02,2.06668878e+00,-2.09109926e+00
2.63800018e+02,7.70779103e-02,2.03926492e+00,-2.07241273e+00
2.64000000e+02,6.57817423e-02,2.00926161e+00,-2.04310584e+00
2.64200012e+02,5.43405116e-02,1.97673976e+00,-2.00359154e+00
2.64399994e+02,4.30769622e-02,1.94154119e+00,-1.95425129e+00
2.64600006e+02,3.21447067e-02,1.90441108e+00,-1.89556789e+00
2.64800018e+02,2.15351582e-02,1.86641967e+00,-1.82783782e+00
2.65000000e+02,1.10942619e-02,1.82859397e+00,-1.75158870e+00
2.65200012e+02,5.87428920e-04,1.79255950e+00,-1.66763592e+00
2.65399994e+02,-1.01984804e-02,1.75968456e+00,-1.57680404e+00
2.65600006e+02,-2.13607773e-02,1.73095608e+00,-1.47971010e+00
2.65800018e+02,-3.31294388e-02,1.70761359e+00,-1.37679601e+00
2.66000000e+02,-4.55767885e-02,1.69059646e+00,-1.26850879e+00
2.66200012e+02,-5.87241426e-02,1.68023503e+00,-1.15578246e+00
2.66399994e+02,-7.25342184e-02,1.67666769e+00,-1.03928626e+00
2.66600006e+02,-8.69733095e-02,1.67960012e+00,-9.20310438e-01
2.66800018e+02,-1.02054872e-01,1.68866515e+00,-7.99931943e-01
2.67000000e+02,-1.23581283e-01,1.72136128e+00,-6.24974549e-01
2.67200012e+02,-1.37558609e-01,1.73466623e+00,-5.08560240e-01
2.67399994e+02,-1.51993871e-01,1.75190949e+00,-3.95094186e-01
2.67600006e+02,-1.66263327e-01,1.77239335e+00,-2.71590441e-01
2.67800018e+02,-1.78882569e-01,1.79116642e+00,-1.43239647e-01
2.68000000e+02,-1.89697325e-01,1.80799520e+00,-1.57544650e-02
2.68200012e+02,-1.98551044e-01,1.82369363e+00,1.09092012e-01
2.68399994e+02,-2.04960659e-01,1.83829820e+00,2.32643291e-01
2.68600006e+02,-2.08780155e-01,1.85197043e+00,3.55678618e-01
2.68800018e+02,-2.10224852e-01,1.86454523e+00,4.77449089e-01
2.69000000e+02,-2.08794147e-01,1.87601984e+00,5.98437548e-01
2.69200012e+02,-2.04350024e-01,1.88667536e+00,7.18424678e-01
2.69399994e+02,-1.97027177e-01,1.89667106e+00,8.37298989e-01
2.69600006e+02,-1.87529266e-01,1.90582693e+00,9.54416394e-01
2.69800018e+02,-1.81593701e-01,1.92336094e+00,1.02674234e+00
2.70000000e+02,-1.69887632e-01,1.92697489e+00,1.13903165e+00
2.70200012e+02,-1.56376526e-01,1.92702448e+00,1.25401819e+00
2.70399994e+02,-1.43017843e-01,1.92591894e+00,1.36016583e+00
2.70600006e+02,-1.29993170e-01,1.92343700e+00,1.45661139e+00
2.70800018e+02,-1.17004812e-01,1.91915226e+00,1.54562891e+00
2.71000000e+02,-1.04250267e-01,1.91297591e+00,1.62746322e+00
2.71200012e+02,-9.22545195e-02,1.90506363e+00,1.70076120e+00
2.71399994e+02,-8.13324824e-02,1.89513373e+00,1.76414561e+00
2.71600006e+02,-7.15398490e-02,1.88329756e+00,1.81686890e+00
2.71800018e+02,-6.27534762e-02,1.87025726e+00,1.85869527e+00
2.72000000e+02,-5.48318215e-02,1.85643494e+00,1.88967800e+00
2.72200012e+02,-4.76305075e-02,1.84205604e+00,1.91014791e+00
2.72399994e+02,-4.09788638e-02,1.82731760e+00,1.92043865e+00
2.72600006e+02,-3.47149931e-02,1.81259298e+00,1.92082703e+00
2.72800018e+02,-2.86383480e-02,1.79839528e+00,1.91162086e+00
2.73000000e+02,-2.25741360e-02,1.78558242e+00,1.89306843e+00
2.73200012e+02,-1.64034814e-02,1.77466404e+00,1.86559296e+00
2.73399994e+02,-1.00621190e-02,1.76595235e+00,1.82966614e+00
2.73600006e+02,-3.55040026e-03,1.76003087e+00,1.78565741e+00
2.73800018e+02,3.17859836e-03,1.75756657e+00,1.73370779e+00
2.74000000e+02,1.01523297e-02,1.75943351e+00,1.67388058e+00
2.74200012e+02,1.72776934e-02,1.76608717e+00,1.60628831e+00
2.74399994e+02,2.71930732e-02,1.78140616e+00,1.49525225e+00
2.74600006e+02,3.34979706e-02,1.80148661e+00,1.39421606e+00
2.74800018e+02,4.00265418e-02,1.81734049e+00,1.32357132e+00
2.75000000e+02,4.70795631e-02,1.84039414e+00,1.22238731e+00
2.75200012e+02,5.32648377e-02,1.86992621e+00,1.10612774e+00
2.75399994e+02,5.86665869e-02,1.90457642e+00,9.83561456e-01
2.75600006e+02,6.36278987e-02,1.94065547e+00,8.55122626e-01
2.75800018e+02,6.86398596e-02,1.97497272e+00,7.19554126e-01
2.76000000e+02,7.38409758e-02,2.00586820e+00,5.76603234e-01
2.76200012e+02,7.86942542e-02,2.03325295e+00,4.25538331e-01
2.76399994e+02,8.29324573e-02,2.05644369e+00,2.67053068e-01
2.76600006e+02,8.71619880e-02,2.07429862e+00,1.03457607e-01
2.76800018e+02,9.16030854e-02,2.08682442e+00,-6.44357428e-02
2.77000000e+02,9.65986028e-02,2.09404230e+00,-2.34002143e-01
2.77200012e+02,1.02235951e-01,2.09602833e+00,-4.02926505e-01
2.77399994e+02,1.08290799e-01,2.09359312e+00,-5.69998443e-01
2.77600006e+02,1.12816326e-01,2.08389688e+00,-6.75041318e-01
2.77800018e+02,1.19159222e-01,2.08208203e+00,-8.33979368e-01
2.78000000e+02,1.25486329e-01,2.08009291e+00,-1.00163388e+00
2.78200012e+02,1.30790472e-01,2.07653379e+00,-1.15882826e+00
2.78399994e+02,1.34980798e-01,2.07244039e+00,-1.30046296e+00
2.78600006e+02,1.38130009e-01,2.06907248e+00,-1.42945325e+00
2.78800018e+02,1.39962211e-01,2.06681943e+00,-1.54899526e+00
2.79000000e+02,1.40249893e-01,2.06515980e+00,-1.65989053e+00
2.79200012e+02,1.38957724e-01,2.06400108e+00,-1.76043630e+00
2.79399994e+02,1.36208043e-01,2.06364632e+00,-1.84828281e+00
2.79600006e+02,1.32107526e-01,2.06388426e+00,-1.92221093e+00
2.79800018e+02,1.26761630e-01,2.06392789e+00,-1.98208165e+00
2.80000000e+02,1.20319016e-01,2.06292081e+00,-2.02858496e+00
2.80200012e+02,1.12817504e-01,2.06019688e+00,-2.06217265e+00
2.80399994e+02,1.04110308e-01,2.05533814e+00,-2.08341670e+00
2.80600006e+02,9.46204290e-02,2.04723310e+00,-2.09219241e+00
2.80800018e+02,8.45650658e-02,2.03519201e+00,-2.08898878e+00
2.81000000e+02,7.40116760e-02,2.01913381e+00,-2.07434726e+00
2.81200012e+02,6.31245226e-02,1.99968553e+00,-2.04892635e+00
2.81399994e+02,5.22024706e-02,1.97687054e+00,-2.01296496e+00
2.81600006e+02,4.14910652e-02,1.95047176e+00,-1.96661127e+00
2.81800018e+02,3.11766863e-02,1.92098653e+00,-1.90999246e+00
2.82000000e+02,2.12161280e-02,1.88926244e+00,-1.84350038e+00
2.82200012e+02,1.14239156e-02,1.85607624e+00,-1.76790023e+00
2.82399994e+02,1.51643553e-03,1.82315767e+00,-1.68416524e+00
2.82600006e+02,-8.69608205e-03,1.79189229e+00,-1.59332347e+00
2.82800018e+02,-1.95003804e-02,1.76319718e+00,-1.49616921e+00
2.83000000e+02,-3.10600121e-02,1.73868418e+00,-1.39318025e+00
2.83200012e+02,-4.34671827e-02,1.71930766e+00,-1.28478670e+00
2.83399994e+02,-5.67039922e-02,1.70559967e+00,-1.17161310e+00
2.83600006e+02,-7.06888288e-02,1.69811559e+00,-1.05431867e+00
2.83800018e+02,-8.54836702e-02,1.69683170e+00,-9.34002459e-01
2.84000000e+02,-1.00951731e-01,1.70175958e+00,-8.11596632e-01
2.84200012e+02,-1.22880347e-01,1.73052740e+00,-6.33247137e-01
2.84399994e+02,-1.36880606e-01,1.73993480e+00,-5.12531102e-01
2.84600006e+02,-1.51226595e-01,1.75311422e+00,-3.93824130e-01
2.84800018e+02,-1.66392609e-01,1.77379465e+00,-2.42584154e-01
2.85000000e+02,-1.77652687e-01,1.78571486e+00,-1.33285075e-01
2.85200012e+02,-1.88000366e-01,1.80168247e+00,-6.69718429e-04
2.85399994e+02,-1.96186796e-01,1.81806219e+00,1.35021999e-01
2.85600006e+02,-2.01844901e-01,1.83256638e+00,2.67380178e-01
2.85800018e+02,-2.05275923e-01,1.84591424e+00,3.96557748e-01
2.86000000e+02,-2.06211165e-01,1.85933709e+00,5.24736702e-01
2.86200012e+02,-2.04331219e-01,1.87300074e+00,6.52407825e-01
2.86399994e+02,-1.99504808e-01,1.88658035e+00,7.79328465e-01
2.86600006e+02,-1.92291990e-01,1.89963877e+00,9.04182255e-01
2.86800018e+02,-1.83097839e-01,1.91119027e+00,1.02638018e+00
2.87000000e+02,-1.77288219e-01,1.93135560e+00,1.10022736e+00
2.87200012e+02,-1.65891409e-01,1.93668091e+00,1.21579909e+00
2.87399994e+02,-1.52782753e-01,1.93788326e+00,1.33396435e+00
2.87600006e+02,-1.39819860e-01,1.93690455e+00,1.44314647e+00
2.87800018e+02,-1.27130210e-01,1.93380880e+00,1.54207337e+00
2.88000000e+02,-1.14549823e-01,1.92808473e+00,1.63244772e+00
2.88200012e+02,-1.02292933e-01,1.91968846e+00,1.71472383e+00
2.88399994e+02,-9.08425003e-02,1.90904891e+00,1.78773570e+00
2.88600006e+02,-8.04587379e-02,1.89627802e+00,1.85037684e+00
2.88800018e+02,-7.11072832e-02,1.88142073e+00,1.90180027e+00
2.89000000e+02,-6.26352876e-02,1.86465132e+00,1.94166708e+00
2.89200012e+02,-5.48396967e-02,1.84639072e+00,1.97016120e+00
2.89399994e+02,-4.75328378e-02,1.82749248e+00,1.98763752e+00
2.89600006e+02,-4.05887589e-02,1.80873728e+00,1.99446428e+00
2.89800018e+02,-3.38039808e-02,1.79093909e+00,1.99103796e+00
2.90000000e+02,-2.69325972e-02,1.77502966e+00,1.97797012e+00
2.90200012e+02,-1.99628901e-02,1.76214910e+00,1.95557606e+00
2.90399994e+02,-1.28004896e-02,1.75284505e+00,1.92439163e+00
2.90600006e+02,-5.37879998e-03,1.74731612e+00,1.88486612e+00
2.90800018e+02,2.28633871e-03,1.74562621e+00,1.83721614e+00
2.91000000e+02,1.01959277e-02,1.74828100e+00,1.78152049e+00
2.91200012e+02,1.83272827e-02,1.75586843e+00,1.71775985e+00
2.91399994e+02,2.97889207e-02,1.77046716e+00,1.61087775e+00
2.91600006e+02,3.66220437e-02,1.78948045e+00,1.52813029e+00
2.91800018e+02,4.47205715e-02,1.81699300e+00,1.42165053e+00
2.92000000e+02,5.20322770e-02,1.83922815e+00,1.33779883e+00
2.92200012e+02,5.93269989e-02,1.87004781e+00,1.22396088e+00
2.92399994e+02,6.56502619e-02,1.90524006e+00,1.09654558e+00
2.92600006e+02,7.13226199e-02,1.94246888e+00,9.62260664e-01
2.92800018e+02,7.67334551e-02,1.97794366e+00,8.21249306e-01
2.93000000e+02,8.23725909e-02,2.00904799e+00,6.72819972e-01
2.93200012e+02,8.81994814e-02,2.03533363e+00,5.16972840e-01
2.93399994e+02,9.36274678e-02,2.05702305e+00,3.54186296e-01
2.93600006e+02,9.86000597e-02,2.07381463e+00,1.85398474e-01
2.93800018e+02,1.03740968e-01,2.08649325e+00,1.26264617e-02
2.94000000e+02,1.09140463e-01,2.09513521e+00,-1.63093731e-01
2.94200012e+02,1.15066551e-01,2.09975338e+00,-3.38551760e-01
2.94399994e+02,1.21300563e-01,2.10050511e+00,-5.12572169e-01
2.94600006e+02,1.27553508e-01,2.09880471e+00,-6.84399724e-01
2.94800018e+02,1.32092044e-01,2.09010792e+00,-7.90621877e-01
2.95000000e+02,1.37913570e-01,2.09220171e+00,-9.53285396e-01
2.95200012e+02,1.43124700e-01,2.09619069e+00,-1.12447608e+00
2.95399994e+02,1.46945640e-01,2.10019851e+00,-1.28434145e+00
2.95600006e+02,1.49268314e-01,2.10474396e+00,-1.42776823e+00
2.95800018e+02,1.50215015e-01,2.11080289e+00,-1.55779624e+00
2.96000000e+02,1.49825558e-01,2.11790848e+00,-1.67739809e+00
2.96200012e+02,1.48008704e-01,2.12458992e+00,-1.78685927e+00
2.96399994e+02,1.44836202e-01,2.12949967e+00,-1.88413751e+00
2.96600006e+02,1.40430465e-01,2.13174772e+00,-1.96708858e+00
2.96800018e+02,1.34894356e-01,2.13033509e+00,-2.03446817e+00
2.97000000e+02,1.28332824e-01,2.12433243e+00,-2.08635616e+00
2.97200012e+02,1.20676219e-01,2.11315513e+00,-2.12347150e+00
2.97399994e+02,1.11722097e-01,2.09721327e+00,-2.14698887e+00
2.97600006e+02,1.01886019e-01,2.07555199e+00,-2.15715241e+00
2.97800018e+02,9.14413929e-02,2.04877925e+00,-2.15439987e+00
2.98000000e+02,8.05846229e-02,2.01755643e+00,-2.13962555e+00
2.98200012e+02,6.95001185e-02,1.98284590e+00,-2.11345816e+00
2.98399994e+02,5.84672466e-02,1.94545269e+00,-2.07642817e+00
2.98600006e+02,4.76891212e-02,1.90552723e+00,-2.02903819e+00
2.98800018e+02,3.72922011e-02,1.86361825e+00,-1.97167695e+00
2.99000000e+02,2.72012576e-02,1.82098174e+00,-1.90470016e+00
2.99200012e+02,1.71668809e-02,1.77903020e+00,-1.82891321e+00
2.99399994e+02,6.90424582e-03,1.73907542e+00,-1.74562144e+00
2.99600006e+02,-3.94198950e-03,1.70283711e+00,-1.65605021e+00
2.99800018e+02,-1.55530460e-02,1.67176509e+00,-1.56109643e+00
3.00000000e+02,-2.80305631e-02,1.64659321e+00,-1.46152735e+00
